date,source_ip,destination_ip,total_flow_duration,total_forward_packets
2022-12-07,192.168.20.43,54.239.33.207,99657811,11
2022-12-07,192.168.20.43,54.239.35.210,128208774,40
2022-12-07,192.168.20.43,54.239.35.211,122725493,55
2022-12-07,192.168.20.43,54.242.245.104,96281634,36
2022-12-07,192.168.20.43,54.68.57.171,96957331,233
2022-12-07,192.168.20.43,54.70.5.180,193176216,212
2022-12-07,192.168.20.43,54.88.98.123,987702410,126
2022-12-07,192.168.20.43,54.92.128.108,96751325,51
2022-12-07,192.168.20.43,67.220.240.113,486860,22
2022-12-07,192.168.20.43,72.21.195.82,113695647,11
2022-12-07,192.168.20.43,72.21.207.143,108809292,11
2022-12-07,192.168.20.43,75.101.192.252,1203799462,154
2022-12-07,192.168.20.43,8.8.4.4,37385,1
2022-12-07,192.168.20.43,8.8.8.8,8947503,1027
2022-12-07,192.168.20.43,82.64.32.33,4226,1
2022-12-07,192.168.20.45,108.177.15.109,20133877,8
2022-12-07,192.168.20.45,142.251.5.108,20162797,6
2022-12-07,192.168.20.45,162.159.200.123,19443,2
2022-12-07,192.168.20.45,173.194.76.108,10075661,4
2022-12-07,192.168.20.45,173.194.76.109,10072972,4
2022-12-07,192.168.20.45,239.255.255.250,61537025816,19008
2022-12-07,192.168.20.45,51.15.191.239,2727,1
2022-12-07,192.168.20.45,52.84.177.10,1756824,50
2022-12-07,192.168.20.45,52.9.40.194,61546770025,5444
2022-12-07,192.168.20.45,66.102.1.108,30307188,11
2022-12-07,192.168.20.45,66.102.1.109,10097017,3
2022-12-07,192.168.20.45,8.8.8.8,419614,38
2022-12-07,192.168.20.45,82.64.84.116,3839,1
2022-12-07,192.168.20.48,104.199.65.124,78040420021,17241
2022-12-07,192.168.20.48,108.136.92.85,6012584,120
2022-12-07,192.168.20.48,108.137.181.26,5075292,102
2022-12-07,192.168.20.48,108.137.188.162,3515264,67
2022-12-07,192.168.20.48,13.125.158.78,2124185,34
2022-12-07,192.168.20.48,13.245.125.189,5867624,157
2022-12-07,192.168.20.48,13.246.0.149,2575319,67
2022-12-07,192.168.20.48,13.246.174.39,1943661,49
2022-12-07,192.168.20.48,13.37.191.91,196234,52
2022-12-07,192.168.20.48,13.48.15.205,735096,68
2022-12-07,192.168.20.48,13.50.30.171,924750,85
2022-12-07,192.168.20.48,13.54.168.82,3364550,51
2022-12-07,192.168.20.48,15.161.86.203,416753,50
2022-12-07,192.168.20.48,15.168.33.159,1044737,18
2022-12-07,192.168.20.48,15.184.245.166,1473145,71
2022-12-07,192.168.20.48,15.188.36.183,500076,123
2022-12-07,192.168.20.48,15.222.185.72,850918,35
2022-12-07,192.168.20.48,15.236.150.135,203184,52
2022-12-07,192.168.20.48,157.175.241.61,1861514,86
2022-12-07,192.168.20.48,157.241.5.46,1109590,51
2022-12-07,192.168.20.48,16.16.59.238,555286,52
2022-12-07,192.168.20.48,16.163.233.23,4174371,69
2022-12-07,192.168.20.48,176.32.98.108,436019,14
2022-12-07,192.168.20.48,18.102.55.180,1117029,137
2022-12-07,192.168.20.48,18.102.88.160,1208036,151
2022-12-07,192.168.20.48,18.134.222.161,579842,104
2022-12-07,192.168.20.48,18.140.188.91,2492503,53
2022-12-07,192.168.20.48,18.155.126.209,32788237,1539
2022-12-07,192.168.20.48,18.155.129.113,215176,42
2022-12-07,192.168.20.48,18.155.129.33,319580,68
2022-12-07,192.168.20.48,18.155.129.97,164310,40
2022-12-07,192.168.20.48,18.156.17.11,449520,68
2022-12-07,192.168.20.48,18.163.70.120,6369480,103
2022-12-07,192.168.20.48,18.167.1.113,2025751,36
2022-12-07,192.168.20.48,18.203.57.224,19503112456,1395
2022-12-07,192.168.20.48,18.205.68.150,76787,1
2022-12-07,192.168.20.48,18.214.180.6,6212508,372
2022-12-07,192.168.20.48,18.216.180.71,1643259,70
2022-12-07,192.168.20.48,18.229.75.205,4256123,88
2022-12-07,192.168.20.48,192.168.20.1,2918189,1360
2022-12-07,192.168.20.48,209.54.177.117,385109,14
2022-12-07,192.168.20.48,209.54.178.134,378370,13
2022-12-07,192.168.20.48,209.54.178.166,381442,15
2022-12-07,192.168.20.48,209.54.179.232,371433,12
2022-12-07,192.168.20.48,209.54.179.93,375276,14
2022-12-07,192.168.20.48,209.54.180.44,380242,14
2022-12-07,192.168.20.48,209.54.181.4,1189806,42
2022-12-07,192.168.20.48,224.0.0.251,713687728,138
2022-12-07,192.168.20.48,23.22.232.191,711512,34
2022-12-07,192.168.20.48,239.255.255.250,71884203,105
2022-12-07,192.168.20.48,255.255.255.255,4969,33
2022-12-07,192.168.20.48,3.1.115.53,4176824,89
2022-12-07,192.168.20.48,3.105.75.37,5692343,87
2022-12-07,192.168.20.48,3.112.156.31,3312447,54
2022-12-07,192.168.20.48,3.140.228.75,1621918,69
2022-12-07,192.168.20.48,3.18.23.108,448292,17
2022-12-07,192.168.20.48,3.214.192.174,389337,12
2022-12-07,192.168.20.48,3.214.58.173,153551,2
2022-12-07,192.168.20.48,3.226.156.103,40805044868,1792
2022-12-07,192.168.20.48,3.227.83.236,1568824,90
2022-12-07,192.168.20.48,3.28.113.52,491719,17
2022-12-07,192.168.20.48,3.28.94.159,1045776,34
2022-12-07,192.168.20.48,3.6.255.210,2468758,84
2022-12-07,192.168.20.48,3.71.131.162,98111,17
2022-12-07,192.168.20.48,3.76.1.196,190709,35
2022-12-07,192.168.20.48,34.195.175.66,6322581,364
2022-12-07,192.168.20.48,34.214.111.43,3297043,87
2022-12-07,192.168.20.48,34.226.24.249,76763,1
2022-12-07,192.168.20.48,34.237.111.59,6750168,422
2022-12-07,192.168.20.48,34.238.175.125,312489,10
2022-12-07,192.168.20.48,34.239.12.200,77913,1
2022-12-07,192.168.20.48,34.250.50.152,1104027,138
2022-12-07,192.168.20.48,34.252.33.62,501944,68
2022-12-07,192.168.20.48,35.155.9.57,631527,16
2022-12-07,192.168.20.48,35.164.36.47,1953554,50
2022-12-07,192.168.20.48,35.171.216.243,729940,34
2022-12-07,192.168.20.48,35.171.65.8,235868,7
2022-12-07,192.168.20.48,35.173.74.42,357188,17
2022-12-07,192.168.20.48,35.178.33.97,464303,86
2022-12-07,192.168.20.48,35.178.87.88,94036,17
2022-12-07,192.168.20.48,35.183.173.98,2025734,85
2022-12-07,192.168.20.48,43.205.185.100,1926804,68
2022-12-07,192.168.20.48,43.205.35.127,1440489,51
2022-12-07,192.168.20.48,44.193.236.65,15107752,956
2022-12-07,192.168.20.48,44.198.224.47,14220197,893
2022-12-07,192.168.20.48,44.199.138.71,2511830,144
2022-12-07,192.168.20.48,44.199.52.214,8552926,516
2022-12-07,192.168.20.48,44.207.137.197,763631,34
2022-12-07,192.168.20.48,52.119.198.109,368544,14
2022-12-07,192.168.20.48,52.119.198.2,762043,27
2022-12-07,192.168.20.48,52.16.104.93,34160460784,2293
2022-12-07,192.168.20.48,52.20.206.121,4922428,302
2022-12-07,192.168.20.48,52.202.2.34,6937060,429
2022-12-07,192.168.20.48,52.214.227.89,15019450735,1021
2022-12-07,192.168.20.48,52.222.145.55,428647,55
2022-12-07,192.168.20.48,52.222.149.24,353128,12
2022-12-07,192.168.20.48,52.222.149.3,74850,13
2022-12-07,192.168.20.48,52.222.149.30,50655,13
2022-12-07,192.168.20.48,52.222.149.4,52152,12
2022-12-07,192.168.20.48,52.222.193.55,2485974,367
2022-12-07,192.168.20.48,52.223.30.179,124009,13
2022-12-07,192.168.20.48,52.44.87.149,377186,17
2022-12-07,192.168.20.48,52.45.237.36,78535,1
2022-12-07,192.168.20.48,52.46.128.39,366135,14
2022-12-07,192.168.20.48,52.46.128.80,356694,12
2022-12-07,192.168.20.48,52.46.128.81,1587238,56
2022-12-07,192.168.20.48,52.46.131.209,826328,28
2022-12-07,192.168.20.48,52.46.133.19,2399365,78
2022-12-07,192.168.20.48,52.46.155.112,762064,28
2022-12-07,192.168.20.48,52.46.157.6,743650,28
2022-12-07,192.168.20.48,52.76.51.147,4952674,102
2022-12-07,192.168.20.48,52.78.15.113,2133650,32
2022-12-07,192.168.20.48,52.79.118.208,1104995,16
2022-12-07,192.168.20.48,52.94.224.149,1751317,46
2022-12-07,192.168.20.48,52.94.242.236,471182,14
2022-12-07,192.168.20.48,54.146.45.201,628682,20
2022-12-07,192.168.20.48,54.157.203.98,6955320,414
2022-12-07,192.168.20.48,54.164.163.115,1488734,68
2022-12-07,192.168.20.48,54.166.21.152,6507065,391
2022-12-07,192.168.20.48,54.173.93.68,1479251,67
2022-12-07,192.168.20.48,54.193.16.2,3349958,86
2022-12-07,192.168.20.48,54.195.209.68,381127,51
2022-12-07,192.168.20.48,54.203.166.245,1960916,52
2022-12-07,192.168.20.48,54.205.24.65,7228893,427
2022-12-07,192.168.20.48,54.207.10.176,4266871,86
2022-12-07,192.168.20.48,54.215.58.112,2741293,69
2022-12-07,192.168.20.48,54.221.200.137,8397971,496
2022-12-07,192.168.20.48,54.232.199.45,6010483,121
2022-12-07,192.168.20.48,54.238.156.226,3139056,51
2022-12-07,192.168.20.48,54.239.19.122,359645,11
2022-12-07,192.168.20.48,54.239.27.116,743692,28
2022-12-07,192.168.20.48,54.242.128.35,5116391,286
2022-12-07,192.168.20.48,54.243.58.104,3496111,210
2022-12-07,192.168.20.48,54.249.26.192,4044166,67
2022-12-07,192.168.20.48,54.68.250.149,1321915,34
2022-12-07,192.168.20.48,54.85.113.165,315322,10
2022-12-07,192.168.20.48,54.85.159.116,159646,5
2022-12-07,192.168.20.48,54.91.103.251,13986946,873
2022-12-07,192.168.20.48,72.21.195.82,843156,28
2022-12-07,192.168.20.48,72.21.207.143,848619,28
2022-12-07,192.168.20.48,72.21.207.82,424919,14
2022-12-07,192.168.20.48,75.2.104.77,714165,14
2022-12-07,192.168.20.48,8.8.8.8,4021590,556
2022-12-07,199.232.58.248,192.168.20.42,306,6
2022-12-07,209.54.179.232,192.168.20.48,28948,2
2022-12-07,209.54.183.243,192.168.20.43,1639,3
2022-12-07,216.58.213.74,192.168.20.42,150,3
2022-12-07,216.58.214.163,192.168.20.42,26063,2
2022-12-07,216.58.214.166,192.168.20.42,1205,1
2022-12-07,216.58.214.170,192.168.20.42,1659,3
2022-12-07,23.22.232.191,192.168.20.48,2088,2
2022-12-07,3.1.115.53,192.168.20.48,44633,5
2022-12-07,3.105.75.37,192.168.20.48,8123,5
2022-12-07,3.112.156.31,192.168.20.48,4709,3
2022-12-07,3.140.228.75,192.168.20.48,7054,4
2022-12-07,3.18.23.108,192.168.20.48,1212,1
2022-12-07,3.208.140.212,192.168.20.43,92,2
2022-12-07,3.212.205.83,192.168.20.43,80076,2
2022-12-07,3.227.83.236,192.168.20.48,5970,4
2022-12-07,3.28.113.52,192.168.20.48,4667,1
2022-12-07,3.28.94.159,192.168.20.48,11135,2
2022-12-07,3.6.255.210,192.168.20.48,8692,5
2022-12-07,3.71.131.162,192.168.20.48,2727,1
2022-12-07,3.76.1.196,192.168.20.48,2535,2
2022-12-07,34.104.35.123,192.168.20.42,77,2
2022-12-07,34.192.154.181,192.168.20.43,82192,2
2022-12-07,34.195.175.66,192.168.20.48,53027,15
2022-12-07,34.210.228.239,192.168.20.43,1601,1
2022-12-07,34.214.111.43,192.168.20.48,17549,5
2022-12-07,34.237.111.59,192.168.20.48,66892,15
2022-12-07,34.239.216.180,192.168.20.43,2458,5
2022-12-07,34.250.50.152,192.168.20.48,18929,8
2022-12-07,34.252.33.62,192.168.20.48,4232,4
2022-12-07,35.155.9.57,192.168.20.43,138489,9
2022-12-07,35.155.9.57,192.168.20.48,1667,3
2022-12-07,35.164.36.47,192.168.20.48,3635,3
2022-12-07,35.167.225.196,192.168.20.43,81,2
2022-12-07,35.171.216.243,192.168.20.48,2185,2
2022-12-07,35.173.74.42,192.168.20.48,1528,1
2022-12-07,35.178.33.97,192.168.20.48,7039,5
2022-12-07,35.178.87.88,192.168.20.48,1443,1
2022-12-07,35.183.173.98,192.168.20.48,33971,5
2022-12-07,35.186.224.25,192.168.20.42,1154,1
2022-12-07,43.205.185.100,192.168.20.48,22724,4
2022-12-07,43.205.35.127,192.168.20.48,3471,3
2022-12-07,44.193.236.65,192.168.20.48,114803,33
2022-12-07,44.198.224.47,192.168.20.48,123296,31
2022-12-07,44.199.138.71,192.168.20.48,8046,6
2022-12-07,44.199.52.214,192.168.20.48,88073,19
2022-12-07,44.207.137.197,192.168.20.48,2134,2
2022-12-07,44.227.96.221,192.168.20.43,431,8
2022-12-07,52.16.104.93,192.168.20.43,19978,6
2022-12-07,52.16.104.93,192.168.20.48,7834,27
2022-12-07,52.20.206.121,192.168.20.48,41440,11
2022-12-07,52.202.2.34,192.168.20.48,27403,16
2022-12-07,52.210.180.223,192.168.20.43,318,2
2022-12-07,52.214.227.89,192.168.20.43,826645659,240
2022-12-07,52.214.227.89,192.168.20.48,118270,15
2022-12-07,52.222.145.55,192.168.20.43,959498982,35
2022-12-07,52.222.145.55,192.168.20.48,3558,7
2022-12-07,52.222.149.14,192.168.20.43,6270,1
2022-12-07,52.222.149.17,192.168.20.43,1603,1
2022-12-07,52.222.149.24,192.168.20.48,1060,1
2022-12-07,52.222.149.49,192.168.20.43,280,3
2022-12-07,52.222.175.220,192.168.20.43,2707,2
2022-12-07,52.222.193.55,192.168.20.43,4078605222,205
2022-12-07,52.222.193.55,192.168.20.48,30829,37
2022-12-07,52.27.163.92,192.168.20.43,20850,26
2022-12-07,52.44.87.149,192.168.20.48,1151,1
2022-12-07,52.46.128.80,192.168.20.48,16526,3
2022-12-07,52.46.129.152,192.168.20.43,1348,3
2022-12-07,52.46.133.115,192.168.20.43,1145,1
2022-12-07,52.46.136.68,192.168.20.43,4611,3
2022-12-07,52.46.137.209,192.168.20.43,1483,3
2022-12-07,52.46.137.248,192.168.20.43,3120,3
2022-12-07,52.46.145.112,192.168.20.43,8729,2
2022-12-07,52.46.145.205,192.168.20.43,1338,3
2022-12-07,52.46.155.120,192.168.20.43,1169,1
2022-12-07,52.76.51.147,192.168.20.48,23750,6
2022-12-07,52.78.15.113,192.168.20.48,2591,2
2022-12-07,52.79.118.208,192.168.20.48,1365,1
2022-12-07,52.84.174.15,192.168.20.43,2520,1
2022-12-07,52.84.174.45,192.168.20.43,6017,1
2022-12-07,52.84.177.10,192.168.20.45,40483,10
2022-12-07,52.94.217.61,192.168.20.43,1727,1
2022-12-07,52.94.218.244,192.168.20.43,1016,1
2022-12-07,52.94.224.149,192.168.20.48,6186,11
2022-12-07,52.94.225.206,192.168.20.43,5354,5
2022-12-07,52.94.225.227,192.168.20.43,19835,2
2022-12-07,52.94.225.56,192.168.20.43,1782,3
2022-12-07,52.94.236.45,192.168.20.43,2266,3
2022-12-07,52.95.123.112,192.168.20.43,14749,1
2022-12-07,52.95.123.17,192.168.20.43,1282,1
2022-12-07,52.95.124.103,192.168.20.43,5612,1
2022-12-07,52.95.125.12,192.168.20.43,3840,1
2022-12-07,52.95.127.117,192.168.20.43,8950,1
2022-12-07,54.157.203.98,192.168.20.48,46344,16
2022-12-07,54.164.163.115,192.168.20.48,5836,4
2022-12-07,54.166.21.152,192.168.20.48,53866,15
2022-12-07,54.173.93.68,192.168.20.48,15825,4
2022-12-07,54.187.92.102,192.168.20.43,83,2
2022-12-07,54.193.16.2,192.168.20.48,22662,5
2022-12-07,54.194.135.95,192.168.20.20,5281,2
2022-12-07,54.195.209.68,192.168.20.48,6584,3
2022-12-07,54.203.166.245,192.168.20.48,3694,3
2022-12-07,54.205.24.65,192.168.20.48,36154,16
2022-12-07,54.207.10.176,192.168.20.48,8193,5
2022-12-07,54.215.58.112,192.168.20.48,19514,4
2022-12-07,54.221.200.137,192.168.20.48,51537,19
2022-12-07,54.232.199.45,192.168.20.48,45279,7
2022-12-07,54.238.156.226,192.168.20.48,3787,3
2022-12-07,54.239.19.122,192.168.20.48,1614,3
2022-12-07,54.239.33.155,192.168.20.43,1026,1
2022-12-07,54.239.35.211,192.168.20.43,5335,3
2022-12-07,54.242.128.35,192.168.20.48,391210,30
2022-12-07,54.243.58.104,192.168.20.48,40370,8
2022-12-07,54.249.26.192,192.168.20.48,5034,4
2022-12-07,54.68.250.149,192.168.20.48,5339,2
2022-12-07,54.68.57.171,192.168.20.43,1935,1
2022-12-07,54.77.112.89,192.168.20.19,30228,66
2022-12-07,54.77.51.148,192.168.20.19,31564,69
2022-12-07,54.91.103.251,192.168.20.48,161008,30
2022-12-07,67.220.240.113,192.168.20.43,1705,2
2022-12-07,8.6.0.1,8.0.6.4,79844009940,40290
2022-12-07,99.80.0.240,192.168.20.20,89959276,3
